mail;phishing
for your information this will be our closing notification we have made an effort to write to you on many occasions and this will be our last contact ! your present loan situation meets the requirements for you for up to a 3 . 70 % lower rate . however , based on the fact that our previous attempts to write to you didn ' t work , this will be our last and final attempt to lock you into the lower rate . please finalize this final step upon receiving this notice immediately , and complete your request for information now . apply here . if your decision is not to make use of this final offer going here will help you to do so .;False
"Dear Sir, 
With due respect and humility I write you this letter which I believe you
would
be of great assistance to my children and I.
I got your contact through my husband commercial address book and believed
that
you must be a trust worthy and reliable person that will not like to
intimidate me
or betray my trust after hearing this news. I am a native of KONOBO in the
KEREMA
local district of SIERRA LEONE in West Africa and the wife of Late DR.
MUNDI A.
KOJO who was assassinated by the rebel forced loyal to Major John Paul
Koromah
because he was the Director General National Gold and Diamond Mining
Corporation
of Sierra Leone. Few days before my husband was assassinated, he 
instructed me
and my children (Ibrahim and Amina) to move out of Sierra Leone immediately,
before the powerful Economic community of West African States (ECOMOG)
forces
intervened, which eventually resulted into a brutal civil war. My children
and I
managed to escape to Togo through the help of my husband's friend. We came
into
Togo with some valuables including a cash sum of $25MILLION(TWENTY FIVE
MILLION
UNITED STATES DOLLARS ONLY) in two trunks boxes which I have deposited
with a
Trust Company here in Togo and special arrangement has been made with the
currier
company who will freight the money to your country.
Meanwhile, I want to leave Togo entirely with this money for investment in
your
country because of a stable political situation there and mostly for the
future of
my children. I want you to please assist us to claim this fund from the
Trust
Company in any of their branches in Europe, after which the fund will be
deposited
into your account for investment in your country. You should also help us to
source for good investment opportunity so that we can invest wisely in your
country when the fund is finally confirmed in your account.
We have it in mind to reward you handsomely for your assistance as we have
resolved to give you 20% of the total sum for your help. But due to how I
am being
monitored by the Sierra Leonean Government Secret Agents, I will advice
you to
have the 
deal concluded with my son (IBRAHIM KOJO). Please contact my son on this
email:
ibrahimkojo@caramail.com , immediately you receive this letter to enable us
proceed in earnest towards retrieving the consignments and transferring
same into
your account.
Your private Fax and Phone is needed in this transaction for private
discussions. 
Note: There is no risk involved in this business. 
Remain Blessed, 
MRS. ANNE  KOJO";False
fwd : greetings ! purchase quality stuff cheap in our online shop : zyban - $ 80 nexium - $ 172 selsun - $ 21 actos - $ 218 tetracycline - $ 32 atarax - $ 61 advair - $ 140 cipro - $ 200 microzide - $ 33 naprosyn - $ 76 meridia - $ 75 naprosyn - $ 76 xenical - $ 70 adipex - $ 77 viagra soft tablet - $ 99 our shop offers you a chance to find you medicine through the more than 150 items . we are waiting for you here : http : / / character . . com;False
"
Beautiful,Custom Websites for $359 Complete!
Beautiful, 100% Custom 
      Websites, $359 Complete!
Get a beautiful, 100% Custom Web Site (or 
                        yours redesigned)Â for only 
                        $359!*We have references coast to 
                        coastÂ and will give you plenty of sites to 
                        view!
Includes up to 
                  7 pages (you can add more), java rollover buttons, feedback 
                  forms, more. It will be constructed to your taste and 
                  specifications. We do not use templates,Â  our sites 
                  are completely custom.Â Â Â  *Must host with us @ 
                  $19.95/mo (100 Megs, 20 Email accounts, Control Panel, Front 
                  Page, Graphical Statistics, 
                  more).Â 
For sites to 
                  view, complete below or call our message center at 
                  321-726-2209 (24 hours). Your call will be returned 
                  promptly.NOTE:Â Â  If you are using a web 
                  based email program (such as Yahoo, Hotmail, etc.) the form 
                  below will not work.Â  Instead of using the 
                  form,Â  CLICK 
                  HERE .Â Â Â  Name: Phone 
                  w/AC*:State: Type Project: New Site:Redesign Flash Intro/bannerÂ Â  Current 
                  site?:Comments:Â Â If you do not wish to 
            receive our messages, CLICK 
            HERE Â  (Please enter 
            ALL email addresses (in the body of the message) you wish to have 
            eliminated from future 
        mailings.[8734IcUm5-941FzRj1099DvNh4-450ZrLD0601Vnia4-052sMEW9113qIaU3-562mEwQ9923iBvN2-17@75]
";False
photoshop , windows , office . cheap . forecasted starving slicker smith hiding asphalt pocketbook shuttling lashings gorge taxed detected spruced raoul reconsider applied gangling scientific imminently octobers rico appendices transmitter remarkableness explore beading chronicles increments felice obituary angelica perpetrations fake maynard philosopher inboard;False
"Norton AD
Â 
      ATTENTION:
            This is a MUST for ALL Computer Users!!!
Â *NEW
      - Special Package Deal!*
Norton
            SystemWorks 2002 Software Suite
            -Professional Edition-
Includes
            Six - Yes 6! - Feature-Packed UtilitiesALL
            for 1
            Special LOW
            Price!
This Software Will:- Protect your
            computer from unwanted and  hazardous viruses- Help secure your
            private & valuable information- Allow you to transfer files
            and send e-mails  safely- Backup your ALL your data quick and
            easily- Improve your PC's performance w/superior
            integral diagnostics!Â 
      
6
Feature-Packed Utilities
1
 Great
            Price             A $300+  Combined Retail Value
            YOURS for Only $29.99!
<Includes
            FREE Shipping!>
 Don't fall prey to destructive viruses
    or hackers!ProtectÂ  your computer and your valuable  information
    and
->
            CLICK HERE to Order Yours NOW! <-
Click
      here for more information
Â Â Â Â Â Â Â 
      Your
      email address was obtained from an opt-in list. Opt-in MRSA List
      Â Purchase Code # 312-1-010.Â Â If you wish to be unsubscribed
      from this list, please Click
      here and press send to be removed. If you have previously unsubscribed
      and are still receiving this message, you may email our Spam
      Abuse Control Center. We do not condone spam in any shape or form.
      Thank You kindly for your cooperation.
";False
urgent safeharbor department warning urgent safeharbor department warning we recently have determined that different computers have logged into your ebay account , and multiple password failures were present before the login one of our customer service employees has already tryed to telephonically reach you . as our employee did not manage to reach you , this email has been sent to your notice . therefore your account has been temporary suspended . we need you to confirm your identity in order to regain full privileges of your account . if this is not completed by june 27 , 2005 , we reserve the right to terminate all privileges of your account indefinitly , as it may have been used for fraudulent purposes . we thank you for your cooperation in this manner . to confirm your identity please follow the link below . ( to complete the verification process you must fill in all the required fields ) please note : if your account informations are not updated within the next 72 hours , then we will assume this account is fraudulent and will be suspended . we apologize for this inconvenience , but the purpose of this verification is to ensure that your ebay account has not been fraudulently used and to combat fraud . we apreciate your support and understading , as we work together to keep ebay a safe place to trade . thank you for your patience and attention in this important matter . regards , safeharbor departmentebay inc . do not respond to this e - mail , as your reply will not be received . copyright 2004 ebay inc . all rights reserved . designated trademarks and brands are the property of their respective owners . ebay and the ebay logo are trademarks of ebay inc . is located at hamilton avenue , san jose , ca 95125;False
"
BODY {font-family=""Arial""}
TT {font-family=""Courier New""}
BLOCKQUOTE.CITE {margin:0; padding-left:0.5em; border-left:2px solid;}
SPAN.TABOOHEADER {display=none}Online Loan Service
What Are You Waiting For?
 
Rates Have Dipped....Approvals Are Up!
7
Now you can shop for your home loan and get the best deal possible 
through our
 
Online Home Loan Service. Free with 
no obligation!
Act Now! This is the time to take advantage of falling interest 
rates.
Regardless of your 
credit or income level, money is available for any situation. 
We are working with many lenders who will offer you the best deal possible fora home loan based on your situation. 
Refinance to a lower 
rate and payment with or without cash in your pocket.
Second Mortgage or an Equity Line to pay off bills, improve your 
home or just get some cash for what ever purpose you like.
We have eliminated the 
hassle of shopping for a loan. 
It's simple an fast!
Just complete our 
2 minute form which provides the data base
with the information needed to evaluate your situation and get you a free loan 
quotation.
We don't pull your 
credit or ask for your social security number.
It is that easy!
Just CLICK HERE and watch 
the lenders compete for your business. You are in charge!We apologize for any email you may have inadvertently received.
Please
CLICK HERE 
to opt out from future newsletters.
9455qyBX6-240Yxfy9620HnbI4-618JPZu7866ZfVB3-590sOHD5982LDnl552163euDu5-512jPdy6605FwVf4-771cAuR6578vpMg9-113Zl45";False
"CENTRAL BANK OF NIGERIA
FOREIGN REMITTANCE DEPT.
TINUBU SQUARE, LAGOS  NIGERIA
EMAIL-smith_j@mailsurf.com
23TH OF August 2002ATTN:PRESIDENT/CEO
                    STRICTLY PRIVATE BUSINESS PROPOSAL
I am MR.Johnson S. Abu, the bills and exchange Director at the
ForeignRemittance Department of the Central Bank of Nigeria.  I am 
writingyou
this letter to ask for your support and cooperation to carrying thisbusiness
opportunity in my department.  We discovered abandoned the sumof
US$37,400,000.00 (Thirty seven million four hundred thousand unitedstates
dollars) in an account that belong to one of our foreign customers,an
American
late Engr. John Creek (Junior) an oil merchant with the federal government
of
Nigeria who died along with his entire family of a wifeand two children in
Kenya Airbus (A310-300) flight KQ430 in November2000.Since we heard of his death, we have been expecting his next of kin tocome
over
and put claims for his money as the heir, because we cannotrelease the fund
from his account unless someone applies for claims asthe next  of kin to the
deceased as indicated in our banking guidelines. Unfortunately, neither
their
family member nor distant relative hasappeared to claim the said fund.  Upon
this discovery, I and other officialsin my department have agreed to make
business with you release the totalamount into your account as the heir of
the
fund since no one came forit or discovered either maintained account with
our
bank, other wisethe fund will be returned to the bank treasury as unclaimed
fund.We have agreed that our ratio of sharing will be as stated thus: 30%for
you as
foreign partner and 70% for us the officials in my department.Upon the successful completion of this transfer, my colleague and I
willcome to
your country and mind our share. It is from our 60% we intendto import
computer
accessories into my country as way of recycling thefund.  To commence this
transaction we require you to immediately indicateyour interest by calling
me
or sending me a fax immediately on the aboveTelefax # and enclose your
private
contact Telephone #, Fax #, full nameand address and your designated
banking co-
 ordinates to enable us fileletter of  claim to the appropriate department
for
necessary approvalsbefore the transfer can be made.Note also, this transaction must be kept strictly confidential becauseof its
nature.NB: Please remember to give me your Phone and Fax NoMR.Johnson Smith  Abu-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie";False
"HELLO,I AM A CITIZEN OF ZAIRE, SON OF THE LATE FORMER
PRESIDENT OF ZAIRE (PRESIDENT MOBUTU SESE SEKO)
SINCE THE DEATH OF MY LATE FATHER SOME YEARS AGO I HAVE
BEEN RESIDING IN SOUTH AFRICA ON TEMPORARY POLITICAL ASYLUM. ON MY ARRIVALIN SOUTH AFRICA AFTER MY LATE FATHER'S BURIAL, I CAME IN WITH A DIPLOMATIC
PACKAGED CONSIGNMENT CONTAINING THE SUM OF $8,000,000.00 (EIGHT MILLION UNITED STATES DOLLARS) WHICH I GOT FROM PART OF THE MONEY MY LATE FATHER MADE THROUGH DIAMONDS SALES WHEN HE WAS THE PRESIDENT OF ZAIRE FOR ABOUT 32 YEARS.PRECISELY, SINCE MY ARRIVAL WITH THE DIPLOMATIC PACKAGED CONSIGNMENT IT HAS BEEN SAFELY KEPT WITH A SECURITY COMPANY HERE IN SOUTH AFRICA.
I DO NOT WANT TO INVEST THIS MONEY IN ANY PART OF
AFRICA DUE TO THE CONSTANT POLITICAL INSTABILITY IN
AFRICA.MY PLAN IS TO USE THIS MONEY TO INVEST IN A
PROFITABLE BUSINESS IN ANY PART OF THE WORLD APART
FROM AFRICA, ALSO TO PURCHASE A RESIDENTIAL
ACCOMMODATION. I WILL COME OVER AND SETTLE THERE
WITH MY FAMILY. HENCE,I AM SOLICITING FOR YOUR
ASSISTANCE AS MY FOREIGN PARTNER TO RECEIVE THIS
MONEY ON MY BEHALF ON ARRIVAL ABROAD AND TO KEEP IT
IN A SAFE PLACE PENDING MY ARRIVAL TO JOIN YOU UP.
UPON THE RECEIPT OF YOUR ACCEPTANCE TO MY PROPOSAL, I CAN IMMEDIATELY ARRANGE FOR THE MONEY TO LEAVE NIGERIA IN YOUR FAVOUR (i.e. AS THE BENEFICIARY) FOR ONWARD
MOVEMENT TO WHERE YOU CAN RECEIVE THE CONSIGNMENT.
PLEASE IF YOU ARE WILLING TO ASSIST ME, DO SEND IN
YOUR REPLY IMMEDIATELY BASED ON THE FOLLOWING: -1) THE PERCENTAGE OF THIS AMOUNT WHICH YOU INTEND
TO CHARGE FOR YOUR ASSISTANCE, PLEASE FEEL FREE TO
EXPRESS YOUR MIND,
(2) INCLUDE YOUR PRIVATE TELEPHONE AND FAX NUMBERS
TO ENHANCE THE CONFIDENTIALITY,WHICH THIS BUSINESS
DEMANDS.
I SHALL INFORM YOU ON THE NEXT LINE OF ACTION AS
SOON AS I RECEIVE YOUR POSITIVE RESPONSE. 10% OF THE TOTAL MONEY WILL BE SET ASIDE FOR ANY EXTRA EXPENDITURE. I ASSURE YOU THAT THIS DEAL IS 100% RISK
FREE AS LONG AS WE KEEP IT TO OURSELVES.
YOUR URGENT RESPONSE THROUGH MY E-MAIL SHALL BE
HIGHLY APPRECIATED.BEST REGARDS,TAMKO MOBUTU.--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by: Jabber - The world's fastest growing 
real-time communications platform! Don't just IM. Build it in! 
http://www.jabber.com/osdn/xim
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
";False
"dear website operator hi , i thought this could help your success . feel free to call me with any questions . sincerely , jennifer powers 904-441 - 8080 env associates you will never receive a message from me again . * * * first time ever offered ! * * * keep your prospect pipeline - tm filled ! disappointed with traditional marketing ? maybe it 's time to consider ' business to business ' direct e - mail . forget the "" get rich quick "" schemes and $ 395 + software . forget the "" 60 million "" address cd 's that are filled with duplicates and even invalid , "" generated "" addresses , hidden in many different files that rarely add up to even a million prospects which are still unqualified . over 90 % are private personal addresses of people who do not want to be invaded and unless you have duplicate filtering software , you would be mailing many of them multiple times , with the same message ! no wonder they call it spam . you should respect their privacy . prospect pipeline - tm gets you started with the contact e-mail addresses from each of 100 , 000 unique commercial web sites ( e . g . www . mysite . com ) and a free 5 day trial of e - mail pump : software that does what every business needs done - - it keeps a pipeline of prospects coming . maybe it 's time you filled your pipeline ? prospect pipeline is the most reasonable marketing / announcement tool you ' ll ever find at $ 49 . 95 ( + s&h ) . you can continue to receive a fresh cd ( 100 , 000 new commercial addresses ) each month thereafter , at a 20 % discount . we can even deliver them to you automatically ! prospect pipeline - tm addresses are contact addresses from commercial web sites ( 100 % ' . com ' ) . a commercial domain ( . com ) is a business by definition and business people love to do business . you know the value of qualified prospects and how much time and money you can waste if they ' re not . this is an extremely reasonable offer ! get down to business today . stop waiting for prospects to find you . prospect pipeline - tm business to business package includes : 100 , 000 highly refined ( no duplicates ) commercial contact e - mail addresses in plain text files ready for mailing . a free , fully functional , 5 day trial of ' e - mail pump , ' the latest in direct mail software technology . start prospecting immediately ! e - mail pump includes a built in ' instant ' registration process via the internet . it 's also priced reasonably at $ 49 . 95 , should you decide to register . if you have any further questions or to place an order by phone , please do not hesitate to call us at : 904-441 - 8080 business hours are monday - saturday 9 : 00 am - 9 : 00 pm . to order by fax or postal mail , simply print out the order form below and fax or mail it to our office today . * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * we accept us checks by fax , telephone and postal mail . money orders in us dollars drawn on us or canadian banks only , are accepted by postal mail . * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * - - - - - - - - - - - - - - - - - - - - - - - - - - - - - order form - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - env associates - voice telephone : 904-441 - 8080 business hours are monday - saturday 9 : 00 am - 9 : 00 pm . complete this form and follow the fax instructions at the bottom . all orders are sent us postal service 3 day priority mail or global priority mail outside of the us . _ _ _ _ _ yes ! please send me the ' prospect pipeline - tm ' cd-rom of 100 , 000 fresh , new , commercial addresses and free - 5 day trial of e - mail pump for only $ 49 . 95 ( us dollars ) name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ company name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city , state , zip _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ country _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ phone number ( s ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ fax number _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ e-mail address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 2nd e-mail address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ * please select the appropriate shipping for your location and make your check payable for the respective total . . . _ _ _ _ i am in the united states , so i will add $ 3 . 00 for us postal priority mail for a total of $ 52 . 95 ( us dollars ) . _ _ _ _ i am in canada , so i will add $ 6 . 95 for global priority mail for a total of $ 56 . 90 ( us dollars ) . _ _ _ _ i am outside the us and canada , so i will add $ 12 . 00 for global priority mail for a total of $ 61 . 95 ( us dollars ) . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - * * * 24 hour ordering by fax * * * - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 1 . print this order form 2 . paste or tape your check here 3 . be sure the above form is complete 4 . fax to 1-904 - 441-6481 ( 24 hours , 7 days a week ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - you need not mail the original check when using check - by - fax . our banking software drafts a special check , with the exact information from your original . orders are shipped at the time funds clear . if you feel uncomfortable with check - by - fax or check - by - phone payment , send this form with your check or money order to : env associates 171 east granada boulevard ormond beach , florida 32176 904-441 - 8080 voice 904-441 - 6481 fax * - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -";False
want to see the web sites they went to ? find out who they are chatting / emailing withfor all those hours ! is your spouse cheating online ? are your kids talking to dangerous people on instant messenger ? find out now with big brotheravailable as an instant software download . only $ 39 . 95 click here to order please click here if you would like to be removed from this list . - - - - this sf . net email is sponsored by : thinkgeek welcome to geek heaven . http : / / thinkgeek . com / sf spamassassin - sightings mailing list;False
both male and female could be affected by aging sash zmed unidraw xnirys socratean totry a 6 xvy where - ever order the m ^ eds you need , then enjoy complimentary consultation , rx and deliv ^ ery . legitimate and fast access to meds on paain relief , anti - an ) xiety , anti - depresion , cancer , heart disease , sexual health and women ' s health . zone for loow price meds http : / / dpyur . com . . com / ? exu 6 mlly / ljjofexhvgmv have your order 0 cost delivered . $ 0 for consultation and prescriiption your joy and tears ill gladly shareand when things go wrong dear to spinout . . spinoutbetter watch those curves , never let her steer she can strip your gearsshe ' ll get your heart , goin ' fast;False
"how many "" inches "" do you need to satisfy a woman in bed ? 67 % of women desire a bigger man . . . > > from the creator of longitude comes sizemax - the most powerful penis enlargement pill on the market ! go big . . . satisfy her better than any man can ! ! ! over 120 , 000 , 000 capsules sold ! ! ! . do you want a larger and firmer penis ? . do you want to give your partner more pleasure ? . do you want to stay rock hard longer ? our revolutionary pill can enlarge your penis up to 3 - full - inches . 100 % guaranteed ! believe it or not , it is now possible . check out dramatic before and after photos and what jane magazine had to say about the breakthrough sizemax formula . . . click here for no further emails click here [ ^ "" : } h & * tgobk 5 nkiys 5 ]";False
shed inches in minutes , n = ioan , fz nf 83 fao 9 r 898 = 0 sa;False
"Long time no chat!How have you been? If you've been like me, you've been trying
trying almost EVERYTHING to lose weight.Â  I know how you feel
- the special diets, miracle pills, and fancy exercise 
equipment never helped me lose the pounds I needed to lose
either.Â  It seemed like the harder I worked at it, the less
weight I lost - until I heard about 'Extreme Power Plus'.You're probably thinking to yourself, ""Oh geez, not another
miracle diet pill!""Â  Like you, I was skeptical at first, but 
my sister said it helped her lose 23 pounds in just 2 weeks, 
so I told her I'd give it a try.Â  I mean, there was nothing 
to lose except a lot of weight!Â  Let me tell you, it was
the best decision I've ever made.  PERIOD.  Six months later,
as I'm writing this message to you, I've gone from 355 pounds
to 210 pounds, and I haven't changed my exercise routine or diet
at all.Â  Yes, I still eat pizza, and lots of it!I was so happy with the results that I contacted the manufacturer
and received permission to resell it - at a HUGE discount.Â I feel
the need to help other people lose weight like I did, because it
does so much for your self-esteem, not to mention your health.
I am giving you my personal pledge that 'Extreme Power Plus'
absolutely WILL WORK FOR YOU. 100 % Money-Back GUARANTEED!If you are frustrated with trying other products, without having 
any success, and just not getting the results you were promised,
then I recommend the only product that worked for me - 
'EXTREME POWER PLUS'!You're probably asking yourself, ""Ok, so how does this stuff
actually work?""Extreme Power Plus contains Lipotropic fat burners and ephedra which 
is scientifically proven to increase metabolism and cause rapid 
weight loss. No ""hocus pocus"" in these pills - just RESULTS!!! Here is the bottom line ...I can help you lose 10-15 pounds per week naturally, without
exercising and without having to eat rice cakes all day.Â  
Just try it for one month - there's pounds to lose and confidence 
to gain!Â  You will lose weight fast - GUARANTEED.Â  This is my
pledge to you.BONUS! Order NOW & get FREE SHIPPING on 3 bottles or more!Â  To order Extreme Power Plus on our secure server, just click
on this link -> http://www.2002dietspecials.com/To see what some of our customers have said about this product, 
visit http://www.2002dietspecials.com/testimonials.shtmlTo see a list of ingredients and for more information
on test studies and how it will help you lose weight, visit 
http://www.2002dietspecials.com/ingre1.shtml**************************************************************
If you feel that you have received this email in error, please 
send an email to ""print2@btamail.net.cn"" requesting to be 
removed. Thank you, and we apologize for any inconvenience.
**************************************************************--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
";False
junk mail : books for linguists plurabelle books has a new catalogue of second hand and out of print books in linguistics and history of linguistics available . it contains 250 titles . please ask for your free copy of the catalogue ( please include your mailing address if you want a paper copy ) or visit us on the net http : / / www . plurabelle . co . uk / lingu . htm or write to dr michael cahn plurabelle books 77 garden walk cambridge cb4 3ew tel 0044 - 1223 - 366680 , fax - 571105 lingu @ plurabelle . co . uk we only sell books we would like to read open anytime at http : / / www . plurabelle . co . uk;False
you have to be kidding me . this is a special advertisement . 437 e 1000 s pleasant grove , ut 84062 to unsubscribe and not receive any future mailings for any of our offers please click here the link below : please refer all questions , opinions or additional feedback to : service dept 9420 reseda blvd # 133 northridge , ca 91324;False
a chance to get new logo now working on your company ' s image ? start with a visual identity a key to the first good impression . we are here to help you ! we ' ll take part in buildinq a positive visual imaqe of your company by creatinq an outstandinq logo , presentable stationery items and professionai website . these marketinq tools wiil significantiy contributeto success of your business . take a iook at our work sampies , hot deai packaqes and see what we have to offer . we work for you ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _;False
miracle protein for immune system ' the antidote ' kills all known deadly viruses bacteria in the body that keep diseases , namely : influenza , sars , cancer , hiv etc . a disease must be made dormant to stop infection . ' the antidote ' is the answer . www . alwond . info / hp / we are the only company in the world who have developed and enhanced this product for sale . check here for more information www . alwond . info / hp / not interested ? http : / / get - it - online . info / soft / chair . php - - - - - - - - - - - blemish administer gerhard wheatstone secretive colorate featherweight survey vice loathe virtuoso verbatim epigrammatic eucre farfetched bookplate afforest lily bloomington maroon cloud turnkey cloakroom condemnatory oblivious profound curious declivity implant aid complementation cherubim serpent gleam scud casket scarborough testes actress mawkish beard mace shutoff wooster score minnesota sovereignty efface sixteenth commendatory digestive aliquot backplane bluestocking blumenthal accent desolater freed problematic dutch stab depose trigonometry quetzal accra bel psychophysic surplus ceylon fleawort autocollimate bloom arraign slid inextinguishable prexy gel pivotal olin faraday editorial ir davidson mckee placater damon babysat megalomania dalzell nightgown moe surrender maitre bantam sturgeon tetragonal clearheaded assassinate insufficient stiff repugnant bradshaw parliament july navy threesome you ' d revive china cb retribution elastic constellate kaleidescope sleight adverb chaos thetis discipline jill counterpoint ditty horseflesh obscure bartender close curry posse nsf ave effete leave disdainful sonoma belgrade men headwater medea vivian thirty comic bridgework column chamomile conscription arrack denumerable cognate bedside constipate maureen tenant tremulous belladonna carpentry lithology hog demand transferred playa parley fell hackle osmium delaware bust literal courteous linen bedimmed collagen pulley taurus affect unbidden clayton croix agenda earthshaking gradual sidearm crystal terpsichorean gamut trifluouride midterm practical domesticate bran journalese ovate kovacs pivotal trail camilla armoire attune anatomy ethic emerson sing asbestos premonitory toilet gary sunrise bugging broomcorn fraud billet claude immediacy cutworm debugging dopant suave hind handwrite hour landau atypic seismography outermost eldon emerge carton vivace clifton enormous amy reclamation shrimp clatter basalt jablonsky alumina hydrophobic rufus dora gilead argo youth meniscus wood bulk industry alia eugene didactic topmost draftsman halve dally consistent declarative bandit cypriot douglas sown fungus interdict astronomic provoke tailwind endgame washbowl chiropractor rare fateful ellis polymeric cervantes salina badinage bearish pragmatist confirmation wyoming laud enclave nominee equilateral fatal;False
the fastest way to get a loan we can help ! since 1965 redbrick lending has been here for you . with our recent reopening in addition to our launch of car financing and credit card services , we are now able to offer you a full range of services from credit cards to mortgages . * credit cards secured or unsecured * business and personal large or small * debt consolidation good or bad credit * car financing * 1 st or 2 nd mortgage no application will be refused call today ( 866 ) 361 - 5036 or ( 866 ) 361 - 5038 or visit us online at www . redbricklending . biz proud member of the bbb red brick lending 14120 ballantyne corp . place ste . # 200 charlotte , nc 28277 this e - mail message is an advertisement and / or solicitation .;False
" Could you please send the address of your agent in Saudi Arabia.Thanks
Sathar";False
